Id,SalePrice
1461,116961.85166519538
1462,153171.8875488503
1463,175973.4066255779
1464,194476.8085421657
1465,199387.57819766508
1466,170088.47844566236
1467,180775.47168817293
1468,161842.76202214017
1469,193452.00476213216
1470,122320.47452253981
1471,183569.04334277438
1472,102841.25898764485
1473,97600.03251320146
1474,145627.67576313674
1475,114861.18556401628
1476,355104.75397133955
1477,244869.13246201168
1478,296813.1412679178
1479,299374.684868927
1480,479492.20198876614
1481,329598.6962698723
1482,214474.1588775597
1483,173967.3532072875
1484,169151.19736485597
1485,191774.2894814397
1486,193685.5396686022
1487,338402.8170374047
1488,233467.81091727648
1489,190225.23528180958
1490,231127.55383374591
1491,194663.9690239282
1492,91519.83808302497
1493,185637.2919003524
1494,284809.0018468632
1495,285993.8135975899
1496,235025.06363377566
1497,181942.54666418166
1498,178184.62502979644
1499,167287.0659071746
1500,159981.75932000842
1501,174907.56159967862
1502,156944.0701350654
1503,273303.2654028907
1504,245500.35468737638
1505,224084.52451663275
1506,188387.02324572942
1507,246033.12036003236
1508,201826.23159328575
1509,161932.71315377933
1510,145830.33630301928
1511,151575.5431711058
1512,170526.32607491533
1513,153066.21738691523
1514,146945.1189228135
1515,187896.45209725972
1516,148372.3612678162
1517,171489.1841883201
1518,131069.85527101597
1519,209538.98870520364
1520,129961.13902057915
1521,129740.97877147893
1522,171793.7288744256
1523,112330.32349589614
1524,121786.07259968079
1525,116596.04421152543
1526,107822.49668609873
1527,112701.95520322953
1528,139618.0025615704
1529,152514.67603691923
1530,187172.03454442328
1531,117473.39273445384
1532,99761.84451715666
1533,137865.8075985791
1534,125318.43223438055
1535,136653.61451693648
1536,106519.94074459416
1537,62215.876258138036
1538,142340.89593952766
1539,191178.65352024673
1540,92030.0858781844
1541,136956.221314049
1542,137865.97598706876
1543,171494.18232601424
1544,87814.68547033421
1545,112889.87148623956
1546,137757.6702841644
1547,124949.75414949747
1548,134804.80185132963
1549,122932.22767967857
1550,132983.14700834872
1551,107649.72268140176
1552,132765.78990585406
1553,137866.9894327741
1554,119028.80261420709
1555,156563.03608535623
1556,88246.43894233841
1557,100652.92999927793
1558,105998.49082371424
1559,66820.04089907582
1560,137552.9900740609
1561,118986.91844779723
1562,134725.74955447507
1563,120887.51202234536
1564,154787.95356786705
1565,146956.2922420618
1566,235864.75786375676
1567,83353.0129385137
1568,240519.45107454993
1569,126205.60854866442
1570,139470.41719165357
1571,114934.64339743099
1572,139216.9255594156
1573,224194.17360115465
1574,119545.41302259768
1575,226453.1998793958
1576,245974.06361670356
1577,181490.2296989609
1578,152967.60830588196
1579,139949.7723600171
1580,196552.66825319527
1581,154190.55429881765
1582,127254.99020456111
1583,278103.71114738774
1584,219032.71863171837
1585,139138.82892872408
1586,70470.89480685841
1587,105535.68487410944
1588,152020.82337850647
1589,93084.88152698115
1590,132419.48489960513
1591,92967.73454581642
1592,116293.47323691157
1593,130217.7321850825
1594,126091.46342194734
1595,109663.40764115266
1596,222920.02327226114
1597,193997.2904061974
1598,222539.95496452085
1599,171029.16021140138
1600,160192.95129702796
1601,70906.58841250314
1602,119389.57197919089
1603,72898.02196808226
1604,257518.36545112537
1605,238632.9218223944
1606,167617.13659408034
1607,175643.44077738977
1608,213962.79750951243
1609,179294.2712025504
1610,148047.6861011899
1611,137046.4402223282
1612,172328.08002479075
1613,161830.42777695763
1614,123554.20976601997
1615,91528.90991146721
1616,80375.0340516178
1617,94244.54132362863
1618,129348.42127646488
1619,140219.59405095104
1620,157833.08757850344
1621,133483.11957844466
1622,142695.980825876
1623,253809.82603691902
1624,210334.44128842856
1625,120246.54913538157
1626,170188.7934211488
1627,191834.9057501175
1628,280477.5183266143
1629,183043.67286180603
1630,339371.0099547725
1631,234635.10638492447
1632,239748.38542937944
1633,178452.74985876755
1634,188266.79903541243
1635,175110.05724836656
1636,155515.53506173688
1637,194914.22483528504
1638,175746.61650748792
1639,187967.64223364065
1640,248798.7382279678
1641,180172.31689645644
1642,247836.81985664085
1643,213368.25240374272
1644,237063.66198749596
1645,203644.60965326466
1646,162422.9280859321
1647,159106.36393412857
1648,132235.52396619154
1649,141953.50857014503
1650,113648.85929456781
1651,121061.24765803992
1652,101419.19010925299
1653,104082.82944673415
1654,149930.89514591725
1655,136482.38752080587
1656,142323.34092621316
1657,150206.0053663485
1658,153143.09040669457
1659,124220.69419850595
1660,158934.6823372773
1661,418320.1636702638
1662,399200.32527058787
1663,364439.6357207365
1664,480478.54953617667
1665,302609.6344612696
1666,333782.5208769326
1667,383808.81022257445
1668,354914.8349436513
1669,314371.9184891251
1670,342067.2198166644
1671,262439.3084985421
1672,414404.1387902651
1673,287883.5262579569
1674,238539.8668470343
1675,198352.46011997433
1676,194512.12135961314
1677,213745.2240569339
1678,436794.7916347265
1679,391828.9303369188
1680,318986.48046264186
1681,248424.6236283063
1682,322787.8037868639
1683,193253.4547993667
1684,174814.96865533548
1685,177169.0336603195
1686,174553.3345455318
1687,177261.77092028834
1688,190576.25099371804
1689,196115.4642665722
1690,200208.861579452
1691,192501.90721603742
1692,261117.5398326866
1693,172564.78439033136
1694,184906.51003712704
1695,170363.6855458465
1696,262316.20826452784
1697,173136.0719562969
1698,342204.9935124755
1699,307596.0990179847
1700,254956.9374912995
1701,273644.4514946917
1702,232783.6667729642
1703,233439.18066170227
1704,269779.1653168146
1705,247186.7045145832
1706,341928.853367996
1707,211891.94832065262
1708,201270.5842323885
1709,253714.82024972382
1710,219388.91017860844
1711,275958.5116519986
1712,249414.43450177374
1713,270106.7436856334
1714,220634.37827957587
1715,210045.83517050074
1716,179268.0021848357
1717,179064.6615616447
1718,134503.4645437677
1719,211069.4809138184
1720,238205.8802373368
1721,160276.2835796479
1722,122248.69869241424
1723,152624.65875098127
1724,202190.92850332352
1725,239629.4743627871
1726,186497.42218045404
1727,150398.63373422224
1728,178590.2420154559
1729,168666.15907790378
1730,155178.8183574499
1731,120660.3248842731
1732,128660.68007415604
1733,114493.90915134073
1734,123997.64978263955
1735,131842.23253018054
1736,109478.77284306372
1737,280138.34601455665
1738,248688.44865593684
1739,245005.7555907878
1740,207184.56366220623
1741,187750.5590704881
1742,172540.1635226076
1743,181943.34887809202
1744,299798.1538757194
1745,210175.42710188756
1746,183842.37666967945
1747,216004.9821538237
1748,215819.23397093857
1749,149403.82470610726
1750,123061.08112680758
1751,252039.0470344316
1752,118132.0878271424
1753,149911.33813765188
1754,193076.34977140147
1755,163623.31690959213
1756,123217.69861807195
1757,122140.91771159283
1758,145390.87022942438
1759,152291.41753066453
1760,163034.62694955975
1761,140089.26667984904
1762,174619.37615598016
1763,189294.95224881405
1764,117100.28099762875
1765,159463.13301498414
1766,190258.97886677817
1767,209450.78733419796
1768,140299.91577550306
1769,164830.23963899424
1770,157379.4734461214
1771,124740.26979826299
1772,130879.0582759521
1773,124670.33166888212
1774,143055.54379771405
1775,145014.18435120702
1776,130301.23300833315
1777,111557.71857781653
1778,142007.1469268019
1779,122550.50560273354
1780,171544.09758062058
1781,126098.88337239195
1782,90286.08728107695
1783,139555.6009240749
1784,109784.27806704471
1785,123610.55417175825
1786,133869.03187503802
1787,167922.52186004963
1788,67431.01237783825
1789,100929.40872169466
1790,88675.2727953494
1791,187903.89098430087
1792,150412.05784514095
1793,127118.65228743186
1794,158700.27003386494
1795,131595.4469051612
1796,135454.6232851817
1797,114656.69330888201
1798,125256.47208572265
1799,111949.82817633737
1800,137019.12824618985
1801,126071.14042972031
1802,141031.5305840845
1803,149781.80828485225
1804,133833.40576974544
1805,137745.6746800379
1806,124556.38328311413
1807,129756.08792148446
1808,121547.52958697533
1809,120910.63974445671
1810,131272.15006467944
1811,90283.77920665695
1812,94595.91060950751
1813,120200.37989333352
1814,99614.60152964332
1815,58850.115336802584
1816,103131.621453745
1817,107504.0394630785
1818,147319.61665350109
1819,133000.66800512298
1820,58656.30602103998
1821,117676.33451735706
1822,151609.03933430172
1823,47265.590494521406
1824,124356.9573199205
1825,139838.37570903945
1826,108914.2602735732
1827,101449.1162223238
1828,125099.9782271593
1829,125440.48653368665
1830,134980.1408321234
1831,137020.36311774756
1832,78603.75902623536
1833,139101.4237627148
1834,120108.39599387543
1835,108617.39450686914
1836,119769.04689092186
1837,89098.76151371792
1838,117146.03282275147
1839,112607.54347883817
1840,131954.26874534457
1841,130100.57845799456
1842,94791.4228984248
1843,128094.8775357216
1844,153950.01605983698
1845,143750.50192537278
1846,158024.33884908314
1847,170427.93083954364
1848,57172.744312256465
1849,105827.87259628935
1850,116563.4146044243
1851,142703.33881787196
1852,128068.32757607728
1853,123453.73540355638
1854,160723.62033426636
1855,149145.86800943172
1856,223800.8179247198
1857,135715.89012564954
1858,132868.00322579668
1859,118022.15497743315
1860,146315.92735416512
1861,117604.4135738619
1862,324535.24018379336
1863,306189.4667344295
1864,306214.58612869796
1865,336214.28146868985
1866,324889.96382741275
1867,220938.671781208
1868,278174.9681391544
1869,204275.72372540217
1870,222188.18810576922
1871,257659.21800352068
1872,175529.74456686957
1873,235843.88867488035
1874,150368.47971146545
